Homework ID,Student ID,Question ID,TA_comments
Homework7,student_30,9_4-1,
Homework7,student_30,9_4-2,
Homework7,student_30,9_5-1,
Homework7,student_30,9_6-1,
Homework7,student_31,9_2-1,
Homework7,student_31,9_3-3,
Homework7,student_31,9_4-1,
Homework7,student_31,9_4-2,
Homework7,student_31,9_5-1,[E] (-0.01 pts)
Homework7,student_31,9_6-1,
Homework7,student_31,9_7-2,"[C, E] (-0.03, -0.03 pts)"
Homework7,student_31,9_8-2,
Homework7,student_33,9_2-1,[C] (-0.01 pts)
Homework7,student_33,9_3-3,[C] (-0.01 pts)
Homework7,student_33,9_4-1,
Homework7,student_33,9_4-2,
Homework7,student_33,9_5-1,
Homework7,student_33,9_6-1,[E] (-0.01 pts)
Homework7,student_33,9_7-2,"[C, E] (-0.03, -0.03 pts)"
Homework7,student_33,9_8-2,
Homework7,student_34,9_2-1,"[C, NC] (-0.02, -0.02 pts)"
Homework7,student_36,9_2-1,
Homework7,student_36,9_3-3,"[C, E] (-0.01, -0.01 pts)"
Homework7,student_36,9_4-1,
Homework7,student_36,9_4-2,
Homework7,student_36,9_5-1,
Homework7,student_36,9_6-1,
Homework7,student_36,9_7-2,"[C, E] (-0.03, -0.03 pts)"
Homework7,student_36,9_8-2,
Homework7,student_43,9_2-1,
Homework7,student_43,9_3-3,
Homework7,student_43,9_4-1,
Homework7,student_43,9_4-2,
Homework7,student_43,9_6-1,
Homework7,student_43,9_7-2,[C] (-0.02 pts)
Homework7,student_44,9_2-1,
Homework7,student_44,9_3-3,
Homework7,student_44,9_4-1,
Homework7,student_44,9_4-2,
Homework7,student_44,9_6-1,
Homework7,student_44,9_7-2,
Homework7,student_44,9_8-2,
Homework7,student_7,9_2-1,[C] (-0.01 pts)
Homework7,student_7,9_3-3,[C] (-0.005 pts)
Homework7,student_7,9_4-1,
Homework7,student_7,9_4-2,
Homework7,student_7,9_5-1,
Homework7,student_7,9_6-1,
Homework7,student_7,9_7-2,"[C, U] (-0.02, -0.01 pts)"
Homework7,student_7,9_8-2,
Homework8,student_10,10_10-4,[C] (-0.001 pts)
Homework8,student_10,10_3-2,[E] (-0.01 pts)
Homework8,student_10,10_3-3,
Homework8,student_10,10_4-1,[U] (-0.02 pts)
Homework8,student_10,10_4-6,[C] (-0.01 pts)
Homework8,student_10,10_6-1,
Homework8,student_10,10_6-4,[C] (-0.005 pts)
Homework8,student_10,10_7-6,
Homework8,student_10,10_8-1,
Homework8,student_11,10_10-4,[C] (-0.01 pts)
Homework8,student_11,10_3-2,[C] (-0.02 pts)
Homework8,student_11,10_3-3,
Homework8,student_11,10_4-1,
Homework8,student_11,10_4-6,
Homework8,student_11,10_6-4,
Homework8,student_11,10_7-1,
Homework8,student_14,10_10-4,"[C, E] (-0.01, -0.01 pts)"
Homework8,student_14,10_3-2,[C] (-0.01 pts)
Homework8,student_14,10_3-3,
Homework8,student_14,10_4-6,[U] (-0.005 pts)
Homework8,student_14,10_7-1,[C] (-0.03 pts)
Homework8,student_14,10_7-6,[C] (-0.01 pts)
Homework8,student_14,10_8-1,
Homework8,student_14,10_8-6,[C] (-0.01 pts)
Homework8,student_17,10_10-4,
Homework8,student_17,10_4-1,[U] (-0.005 pts)
Homework8,student_17,10_4-6,[C] (-0.01 pts)
Homework8,student_17,10_6-1,"[C, E] (-0.02, -0.04 pts)"
Homework8,student_17,10_6-4,[C] (-0.04 pts)
Homework8,student_17,10_7-6,
Homework8,student_17,10_8-1,[C] (-0.02 pts)
Homework8,student_18,10_10-4,[C] (-0.01 pts)
Homework8,student_18,10_3-2,
Homework8,student_18,10_3-3,
Homework8,student_18,10_4-1,
Homework8,student_18,10_4-6,[C] (-0.01 pts)
Homework8,student_18,10_6-4,[C] (-0.01 pts)
Homework8,student_18,10_7-6,
Homework8,student_18,10_8-1,
Homework8,student_19,10_10-4,"[C, E] (-0.01, -0.01 pts)"
Homework8,student_19,10_3-2,
Homework8,student_19,10_3-3,
Homework8,student_19,10_4-1,
Homework8,student_19,10_4-6,
Homework8,student_19,10_6-4,
Homework8,student_19,10_7-6,[C] (-0.02 pts)
Homework8,student_19,10_8-1,
Homework8,student_20,10_10-4,
Homework8,student_20,10_3-2,[U] (-0.005 pts)
Homework8,student_20,10_3-3,[U] (-0.005 pts)
Homework8,student_20,10_4-1,
Homework8,student_20,10_4-6,[C] (-0.01 pts)
Homework8,student_20,10_6-1,
Homework8,student_20,10_6-4,
Homework8,student_20,10_7-1,
Homework8,student_20,10_7-6,
Homework8,student_20,10_8-1,
Homework8,student_22,10_10-4,[C] (-0.01 pts)
Homework8,student_22,10_3-2,[U] (-0.005 pts)
Homework8,student_22,10_3-3,"[C, M, E] (-0.06, -0.02, -0.01 pts)"
Homework8,student_22,10_4-1,"[NC, U] (-0.01, -0.1 pts)"
Homework8,student_22,10_4-6,[C] (-0.02 pts)
Homework8,student_22,10_6-1,"[C, E, M] (-0.02, -0.02, -0.02 pts)"
Homework8,student_22,10_6-4,"[C, E] (-0.03, -0.02 pts)"
Homework8,student_22,10_7-6,[ C] ( -0.02 pts)
Homework8,student_22,10_8-1,[ C] (-0.01 pts)
Homework8,student_29,10_10-4,
Homework8,student_29,10_3-2,[C] (-0.01 pts)
Homework8,student_29,10_3-3,
Homework8,student_29,10_4-1,
Homework8,student_29,10_4-6,
Homework8,student_29,10_6-1,
Homework8,student_29,10_6-4,
Homework8,student_29,10_7-1,
Homework8,student_29,10_7-6,[C] (-0.02 pts)
Homework8,student_29,10_8-1,
Homework8,student_29,10_8-6,
Homework8,student_30,10_10-4,
Homework8,student_30,10_3-2,[U] (-0.005 pts)
Homework8,student_30,10_3-3,[U] (-0.01 pts)
Homework8,student_30,10_4-1,
Homework8,student_30,10_4-6,
Homework8,student_30,10_6-4,
Homework8,student_30,10_7-6,
Homework8,student_31,10_10-4,[C] (-0.01 pts)
Homework8,student_31,10_3-2,
Homework8,student_31,10_3-3,
Homework8,student_31,10_4-1,[C] (-0.01 pts)
Homework8,student_31,10_4-6,
Homework8,student_31,10_6-4,[C] (-0.01 pts)
Homework8,student_31,10_7-1,
Homework8,student_31,10_7-6,
Homework8,student_31,10_8-1,
Homework8,student_33,10_10-4,[C] (-0.01 pts)
Homework8,student_33,10_3-2,
Homework8,student_33,10_3-3,[E] (-0.005 pts)
Homework8,student_33,10_4-1,
Homework8,student_33,10_6-4,
Homework8,student_33,10_7-1,
Homework8,student_33,10_7-6,
Homework8,student_34,10_10-4,
Homework8,student_34,10_3-2,
Homework8,student_34,10_3-3,
Homework8,student_34,10_7-6,[C] ( -0.01 pts)
Homework8,student_36,10_10-4,[C] (-0.01 pts)
Homework8,student_36,10_3-2,[C] (-0.02 pts)
Homework8,student_36,10_3-3,
Homework8,student_36,10_4-1,[U] (-0.005 pts)
Homework8,student_36,10_4-6,
Homework8,student_36,10_6-4,[C] (-0.01 pts)
Homework8,student_36,10_7-1,
Homework8,student_36,10_7-6,"[E, C] (-0.01, -0.01 pts)"
Homework8,student_36,10_8-1,[C] (-0.01 pts)
Homework8,student_36,10_8-6,
Homework8,student_43,10_10-4,[C] (-0.01 pts)
Homework8,student_43,10_3-2,"[C, E, NC] (-0.02, -0.01, -0.01 pts)"
Homework8,student_43,10_3-3,
Homework8,student_43,10_4-1,
Homework8,student_43,10_4-6,
Homework8,student_43,10_6-4,[U] (-0.01 pts)
Homework8,student_43,10_8-1,[C] (-0.01 pts)
Homework8,student_44,10_10-4,"[C, U] (-0.01, -0.005 pts)"
Homework8,student_44,10_3-2,
Homework8,student_44,10_3-3,
Homework8,student_44,10_4-1,
Homework8,student_44,10_4-6,[C] (-0.01 pts)
Homework8,student_44,10_6-1,"[C, U] (-0.02, -0.005 pts)"
Homework8,student_44,10_6-4,
Homework8,student_44,10_7-1,
Homework8,student_44,10_7-6,[ C] (-0.02 pts)
Homework8,student_44,10_8-1,
Homework8,student_44,10_8-6,[ C] (-0.02 pts)
Homework8,student_7,10_10-4,
Homework8,student_7,10_3-2,
Homework8,student_7,10_3-3,
Homework8,student_7,10_4-1,[U] (-0.02 pts)
Homework8,student_7,10_4-6,
Homework8,student_7,10_6-1,
Homework8,student_7,10_6-4,[C] (-0.03 pts)
Homework8,student_7,10_7-1,[E] (-0.02 pts)
Homework8,student_7,10_7-6,
Homework8,student_7,10_8-1,
Homework8,student_7,10_8-6,
